Name,Category,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count
Wrangler,Clothing store,,35.8367458,-83.5641921,Sevier County,37862,Sevierville,4.7,46
Johnston & Murphy,Shoe store,1645 Parkway Suite 613,35.8313966,-83.5715214,Sevier County,37862,Sevierville,4.5,76
Nike Factory Store - Sevierville,Sportswear store,1645 Parkway Suite 1250,35.8334566,-83.5704932,Sevier County,37862,Sevierville,4.3,"2,554"
Verizon,Cell phone store,1419 Parkway #2,35.8398671,-83.5703267,Sevier County,37862,Sevierville,3.9,653
Fastop Market,Convenience store,2060 Pittman Center Rd,35.837605,-83.4891748,Sevier County,37876,Sevierville,4.2,10
Carol's Corner Market & Grill,Convenience store,2297 Old Newport Hwy,35.8679109,-83.4659661,Sevier County,37876,Sevierville,4.1,19
Shields Mountain Mini Storage,Self-storage facility,2315 Upper Middle Creek Rd,35.8029115,-83.4762706,Sevier County,37876,,4.6,8
Journeys,Shoe store,1645 Parkway Suite 1170,35.8339013,-83.5695782,Sevier County,37862,Sevierville,4.2,86
Terri's Yarns and Crafts,Craft store,927 Dolly Parton Pkwy,35.8637811,-83.5450493,Sevier County,37862,Sevierville,4.5,38
City Electric Supply Sevierville,Electrical supply store,620 Wall St,35.867356,-83.551838,Sevier County,37862,Sevierville,4.5,17
Bada Bang Guns & Ammo Sevierville,Gun shop,2004 Red Bank Rd Ste 1,35.8406472,-83.489094,Sevier County,37876,Sevierville,4.6,37
Bess & Company Inc.,Medical supply store,830 Middle Creek Rd,35.8522014,-83.5349058,Sevier County,37862,Sevierville,4.6,28
Sevierville Bargain Barn,Discount supermarket,125 N River Blvd,35.8755074,-83.5735702,Sevier County,,Sevierville,4.7,293
Disney Store,Toy store,1645 Parkway,35.8315338,-83.5674844,Sevier County,37862,Sevierville,4.2,"1,187"
TN Holdem Self Storage,RV storage facility,522 Robert Henderson Rd,35.8704414,-83.5342286,Sevier County,37862,Sevierville,4.9,9
Tory Burch Outlet,Women's clothing store,1645 Parkway Space 440,35.8320655,-83.5704839,Sevier County,37862,Sevierville,3.8,61
Bear Storage,Self-storage facility,1865 Newport Hwy,35.873631,-83.4897068,Sevier County,37876,Sevierville,4.8,11
NAPA Auto Parts - AUTO PARTS OF SEVIERVILLE,Auto parts store,726 Parkway,35.856974,-83.56818,Sevier County,37862,Sevierville,4.6,134
Whaley's Country Store,Grocery store,1725 Waldens Creek Rd #105,35.7870399,-83.6276993,Sevier County,37862,Pigeon Forge,4.7,733
Log Works,Rustic furniture store,1529 Tan Bark Way,35.7857141,-83.5010428,Sevier County,37876,,4.1,9
Smoky Mountains Nutrition at LeConte,Sports nutrition store,854 Middle Creek Rd,35.8517263,-83.534681,Sevier County,37862,Sevierville,5,20
Weigel's,Convenience store,1512 Dolly Parton Pkwy,35.8645359,-83.509418,Sevier County,37862,Sevierville,3.3,89
JOANN Fabric and Crafts,Craft store,208 Collier Dr,35.8367691,-83.5648472,Sevier County,37862,Sevierville,4.2,514
Sally Beauty,Beauty supply store,190 Collier Dr Ste A2,35.8370548,-83.5662204,Sevier County,37862,Sevierville,4,42
Wears Valley General Store,General store,2209 3239 Wears Valley Rd #4,35.7246832,-83.6381763,Sevier County,37862,Wears Valley,4.3,357
Sevier County Utility District,Gas company,420 Robert Henderson Rd,35.8700209,-83.5386822,Sevier County,37862,Sevierville,4.1,59
Green Olde Deal Antique Mall,Antique store,1442 Winfield Dunn Pkwy,35.9085514,-83.5823678,Sevier County,37864,Sevierville,4.5,534
Tennessee Wood Flooring,Flooring store,1809 Jack Delozier Dr,35.85715,-83.497872,Sevier County,37876,Sevierville,4.5,31
Amish Creations & Country Market,Home goods store,1235 Parkway,35.844132,-83.570094,Sevier County,37862,Sevierville,4.5,812
416 Mini Storages,Storage facility,1911 Pittman Center Rd,35.8436876,-83.4896651,Sevier County,37876,Sevierville,4.6,5
Tindell's of Sevierville,Building materials store,140 Industry Dr,35.8619782,-83.5323961,Sevier County,37862,Sevierville,4.5,16
Perma-Chink Systems Inc,Log home builder,1357 Dolly Parton Pkwy,35.8632086,-83.5181568,Sevier County,37862,Sevierville,4.7,16
Right Price Auto TN Sevierville Used Car Buying Center,Used car dealer,1040 Dolly Parton Pkwy,35.8646426,-83.5395268,Sevier County,37862,Sevierville,4.8,807
Sevierville Tire & Automotive,Auto repair shop,1874 Veterans Blvd,35.8404669,-83.5454393,Sevier County,37862,Sevierville,4.6,528
Dolly Parton Statue,Historical landmark,125 Court Ave,35.8677388,-83.5657065,Sevier County,37862,Sevierville,4.8,"1,851"
Lodge Factory Store,Outlet store,2654 Teaster Ln,35.8051071,-83.5718209,Sevier County,37863,Pigeon Forge,4.7,618
The North Face Sevierville,Outdoor clothing and equipment shop,1645 Parkway,35.8337591,-83.5683719,Sevier County,37862,Sevierville,4.2,536
Janie and Jack Outlet,Children's clothing store,1645 Parkway #1060,35.8332929,-83.5686651,Sevier County,37862,Sevierville,4.2,29
Oakley Vault,Sunglasses store,1645 Parkway #401,35.8320913,-83.569863,Sevier County,37862,Sevierville,4.7,540
Shelby Crossing,Shopping mall,6100 Macon Rd,35.1639274,-89.8575613,Shelby County,38134,Memphis,4.1,"1,085"
The Market at Wolfcreek,Shopping mall,2765 Wolf Creek Pkwy,35.2008492,-89.7954635,Shelby County,38133,Memphis,4.3,"3,032"
Southbrook Town Center,Shopping mall,1254 E Shelby Dr,35.0219484,-90.0218629,Shelby County,38118,Memphis,3.9,946
Bartlett Hills Shopping Center,Shopping mall,6200 Stage Rd,35.2059982,-89.856353,Shelby County,38134,Bartlett,4.2,697
VILLAGE MART Clothing and Footwear,Clothing store,6771 E Shelby Dr,35.0200214,-89.8370768,Shelby County,38141,Memphis,4,72
"Devon Self Storage Memphis, Tennessee",Self-storage facility,6140 E Shelby Dr,35.0210692,-89.8585574,Shelby County,38141,Memphis,5,"1,132"
Halal Market Stone House Market,Grocery store,4514 Summer Ave Suite #5,35.1500575,-89.9102657,Shelby County,38122,Memphis,4.7,67
Legends,Clothing store,,35.1172637,-89.9138259,Shelby County,38117,Memphis,4.7,18
Casa Perez Market,Grocery store,4880 Summer Ave #4,35.1489345,-89.8983826,Shelby County,38134,Memphis,4.4,305
Family Market,Grocery store,3007 Johnson Ave,35.1415881,-89.9610467,Shelby County,38112,Memphis,4.8,6
Cordova Self Storage at Shelby Farms,Self-storage facility,7384 Raleigh Lagrange Rd,35.146952,-89.8168452,Shelby County,38018,Memphis,4.8,253
Landmark Farmers Market,Farmers' market,2489 Carnes Ave,35.1126556,-89.9791354,Shelby County,38114,Memphis,4.3,37
Save A Lot,Grocery store,3941 Park Ave,35.1061415,-89.9312357,Shelby County,38111,Memphis,4,338
Nike Shelby,Warehouse,5151 E Shelby Dr,35.0198322,-89.8911881,Shelby County,38118,Memphis,4.3,396
Jerusalem Market & Restaurant,Supermarket,4794 Summer Ave,35.1495523,-89.9007801,Shelby County,38122,Memphis,4.4,288
Art in the Loop,Shopping mall,948-938 Ridgeway Loop Rd,35.1067168,-89.8641814,Shelby County,38120,Memphis,5,8
Public Storage,Self-storage facility,4910 Poplar Ave,35.1138567,-89.8982251,Shelby County,38117,Memphis,4.9,285
Macy's Backstage,Department store,4545 Poplar Ave,35.1171279,-89.9109093,Shelby County,38117,Memphis,5,6
Joseph,Shoe store,418 S Grove Park Rd,35.1197972,-89.9111592,Shelby County,38117,Memphis,4.3,92
H&M,Clothing store,530 Oak Ct Dr,35.1172361,-89.9133492,Shelby County,38117,Memphis,4.2,108
Shelbyville Supermercado,Supermarket,100 Madison St,35.488639,-86.4586477,Bedford County,37160,Shelbyville,3.9,56
Party City,Party store,3460 Poplar Ave,35.1285634,-89.9466552,Shelby County,38111,Memphis,3.7,708
The Children's Place,Children's clothing store,4465 Poplar Ave SUITE 2110,35.1170478,-89.9129117,Shelby County,38117,Memphis,3.6,11
Buster's Liquors & Wines | University,Liquor store,191 S Highland St,35.1268907,-89.9456564,Shelby County,38111,Memphis,4.7,"2,351"
Public Storage,Self-storage facility,4409 Summer Ave,35.1482469,-89.9137149,Shelby County,38122,Memphis,4.7,348
Xfinity Store by Comcast,Internet service provider,2847 Poplar Ave,35.1340818,-89.9667991,Shelby County,38111,Memphis,3,113
"University of Memphis Campus Bookstore, Zach Curlin Parking Garage",Book store,506 University St,35.1176248,-89.9364293,Shelby County,38152,Memphis,4.6,22
"Midsouth Coin and Bullion, Buy and Sell Gold, Silver, Junk Silver, Collectible Coins, Currency",Coin dealer,3894 Park Ave,35.107947,-89.9327161,Shelby County,38111,Memphis,3.7,45
The Mystic Eye,Metaphysical supply store,644 S Highland St,35.1139934,-89.9454106,Shelby County,38111,Memphis,4.8,113
Shelby Forest General Store,General store,7729 Benjestown Rd,35.3324733,-90.0275484,Shelby County,38053,,4.7,583
Whatever Shop,Tobacco shop,574 S Highland St,35.1160136,-89.9454106,Shelby County,38111,Memphis,4.5,365
Smokeology Smoke Shop,Tobacco shop,640 S Highland St,35.1140794,-89.9455181,Shelby County,38111,Memphis,4.7,137
Signatures X,Screen printer,707 S Highland St,35.11219,-89.9462351,Shelby County,38111,Memphis,4.2,14
James Davis Men's Store,Men's clothing store,400 S Grove Park Rd,35.1202774,-89.9112033,Shelby County,38117,Memphis,4.8,62
Stovall Collection & Stationer,Stationery store,430 S Grove Park Rd,35.1195305,-89.9111719,Shelby County,38117,Memphis,5,4
United States Postal Service,Logistics service,13 S Prescott St,35.1313359,-89.9491829,Shelby County,38111,Memphis,2.1,90
Robert Irwin Jewelers,Jewelry store,376 Perkins Extd,35.1207505,-89.9084337,Shelby County,38117,Memphis,5,"1,602"
Feast and Graze,Caterer,109 S Highland St Suite 103,35.1288484,-89.9460501,Shelby County,38111,Memphis,4.9,92
Einstein Bros. Bagels,Bagel shop,126 Ned R McWherter,35.1210506,-89.9365219,Shelby County,38152,Memphis,4.2,29
Sam's Deli,Deli,643 S Highland St,35.1141279,-89.9460139,Shelby County,38111,Memphis,4.7,342
Food City,Supermarket,2221 Jacksboro Pike,36.346747,-84.1597407,Campbell County,37766,La Follette,4.4,"1,332"
Walmart Supercenter,Grocery store,2824 Appalachian Hwy,36.3356505,-84.1787112,Campbell County,37757,Jacksboro,3.8,"2,873"
Farmhouse Market,Home goods store,107 E Cumberland Ln,36.3352209,-84.1767593,Campbell County,37757,Jacksboro,5,31
C & M Corner Market,Tobacco shop,604 W Central Ave,36.3755556,-84.1297222,Campbell County,37766,La Follette,4,132
Quickstop Market,Convenience store,2020 Jacksboro Pike,36.3517074,-84.1561965,Campbell County,37766,La Follette,3.8,71
The Pine Branch,Gift shop,124 W Central Ave,36.3803161,-84.1235376,Campbell County,37766,La Follette,5,19
The Harbor Thrift Store,Thrift store,2146 Jacksboro Pike,36.3496965,-84.1608148,Campbell County,37757,La Follette,4.6,28
Jacksboro Tobacco And Food Mart,Grocery store,1749 Towe String Rd,36.3252488,-84.1714474,Campbell County,37757,,4.8,42
Big Creek Market,Convenience store,102 E Beech St,36.3790766,-84.1208147,Campbell County,37766,La Follette,3.7,21
UPS Authorized Shipping Outlet,Shipping and mailing service,302 Main St,36.3325031,-84.1797144,Campbell County,37757,Jacksboro,5,3
Busy Bee Bargains,Discount store,178 Indian Mound Cir,36.3332435,-84.1834,Campbell County,37757,Jacksboro,No reviews,
bealls,Clothing store,2221 Jacksboro Pike Suite B-2,36.347637,-84.1597328,Campbell County,37757,La Follette,4.5,257
Red Roof Market,Convenience store,303 E Central Ave,36.3831723,-84.1201046,Campbell County,37766,La Follette,3.6,27
C & L Furniture,Furniture store,148 N Tennessee Ave,36.3817538,-84.122941,Campbell County,37766,La Follette,4.7,49
Five Below,Variety store,2221 Jacksboro Pike Suite C-3,36.3471981,-84.1590073,Campbell County,37766,La Follette,4,22
"Farmers Home Furniture | Lafollette, TN",Furniture store,2221 Jacksboro Pike suite a-2,36.3474044,-84.1585464,Campbell County,37766,La Follette,4.4,92
Wender Furniture Co,Furniture store,204 E Central Ave,36.3814756,-84.1212315,Campbell County,37766,La Follette,4.9,184
Goodwill Industries-Knoxville Inc.,Thrift store,2832 Appalachian Hwy,36.3343987,-84.1794499,Campbell County,37757,Jacksboro,3.6,40
The C-Store,Convenience store,2202 Jacksboro Pike,36.3487117,-84.1600393,Campbell County,37766,La Follette,4,1
Storage Depot,Self-storage facility,146 Canyon Ln,36.3689193,-84.1345685,Campbell County,37766,La Follette,4,123
Judy's Grocery & Deli,Grocery store,748 Old Middlesboro Hwy #5148,36.4123872,-84.0421427,Campbell County,37766,,4.6,306
Walmart Business Center,Office supply store,2824 Appalachian Hwy,36.3362299,-84.1787562,Campbell County,37757,Jacksboro,No reviews,
"Lace To Pearls, LLC",Women's clothing store,503 W Central Ave B,36.3762425,-84.127723,Campbell County,37766,La Follette,4.8,11
Kash & Karry Building Supply,Hardware store,206 S Indiana Ave,36.381476,-84.119064,Campbell County,37766,La Follette,4.9,21
Litho-Craft Printing & Office Supplies,Commercial printer,719 W Beech St,36.372764,-84.1294654,Campbell County,37766,La Follette,4.8,93
Sports Shop,Sporting goods store,1203 Jacksboro Pike,36.3674353,-84.1344075,Campbell County,37766,La Follette,4.4,58
Highway 63 Antiques and More,Antique store,5782 General Carl W Stiner Hwy,36.4441774,-83.9838096,Campbell County,,,5,11
Carl Pierce Furniture & Appliance,Furniture store,232 E Central Ave,36.3821079,-84.1205202,Campbell County,37766,La Follette,4.4,25
Gifts From Above,Book store,2435 Jacksboro Pike suite 4,36.3416068,-84.1660669,Campbell County,37757,La Follette,4.9,126
Lowe's Home Improvement,Home improvement store,2444 Jacksboro Pike,36.343373,-84.1699183,Campbell County,37766,La Follette,4.1,"1,215"
Smith Ace Hardware,Hardware store,116 E Central Ave,36.3809195,-84.1217054,Campbell County,37766,La Follette,4.7,329
BOS PLACE CITGO,Convenience store,2729 Jacksboro Pike,36.3355979,-84.1742922,Campbell County,37757,Jacksboro,4.3,47
"Tuscany Village Self Storage, Inc.",Self-storage facility,2519 TN-116,36.2467787,-84.1666389,Campbell County,37714,Caryville,4.5,22
jim and nancy's baskets,Gift shop,173 Scenic Dr,36.338109,-84.190569,Campbell County,37757,Jacksboro,3,1
Southern Sass Boutique,Clothing store,105 E Cumberland Ln,36.3349447,-84.1765787,Campbell County,37757,Jacksboro,4.7,9
Creative Stone Worx,Countertop store,718 Island Ford Rd,36.3133183,-84.1795095,Campbell County,37757,Caryville,4.6,15
Potters Home Center,Building materials supplier,2251 Jacksboro Pike,36.3455604,-84.1619192,Campbell County,37757,La Follette,4.4,41
The Discount Warehouse,Store,,36.3645251,-84.1391786,Campbell County,,La Follette,5,4
Bob's Merchandise,Musical instrument store,128 Nevada Ave,36.3819993,-84.1245926,Campbell County,37766,La Follette,4.9,29
Byrge Screen Printing,Screen printer,225 E Central Ave,36.3822669,-84.1211155,Campbell County,37766,La Follette,5,23
Lindsay's Furniture & Appliances,Furniture store,111 E Central Ave,36.3812062,-84.1223783,Campbell County,37766,La Follette,3.6,37
Sally Beauty,Beauty supply store,2836 Appalachian Hwy,36.334774,-84.179718,Campbell County,37757,Jacksboro,3.8,10
Ellison Sanitary Supply Co Inc,Janitorial equipment supplier,106 Nevada Ave,36.3808543,-84.1237644,Campbell County,37766,La Follette,4.7,38
Holston Gases Inc,Gas company,121 School St,36.33041,-84.188713,Campbell County,37757,Jacksboro,4.1,24
Watermelon Sugar Boutique,Clothing supplier,641 Main St,36.3295388,-84.1848258,Campbell County,37757,Jacksboro,5,3
Something Forgotten Antiques & Collectibles,Antique store,403B W Central Ave,36.3772882,-84.1266465,Campbell County,37766,La Follette,4.2,6
UScellular,Cell phone store,316 Main St,36.3328018,-84.1801757,Campbell County,37757,Jacksboro,4.6,68
FedEx OnSite,Mailing service,2109 Jacksboro Pike,36.3499366,-84.1566322,Campbell County,37766,La Follette,4.1,10
UPS Access Point location,Shipping and mailing service,106 Independence Ln,36.3510732,-84.1571158,Campbell County,37766,La Follette,3,4
United States Postal Service,Logistics service,1221 E Central Ave,36.3889681,-84.1043785,Campbell County,37766,La Follette,3.4,34
Rent-A-Center,Furniture store,2221 Jacksboro Pike A3,36.3475831,-84.1586474,Campbell County,37766,La Follette,4.4,90
Mystic Mountain Creation,Custom t-shirt store,803 Jacksboro Pike Ste 2,36.3730112,-84.1306093,Campbell County,37766,La Follette,4.5,25
Computer Care,Computer store,2221 Jacksboro Pike,36.3470438,-84.1591593,Campbell County,37766,La Follette,4,30
LaFollette,Tennessee,,36.3828852,-84.1199472,Campbell County,37766,La Follette,No reviews,
Family Dollar,Dollar store,"Woodson Shopping Center, 1211 Jacksboro Pike",36.3672078,-84.1346689,Campbell County,37766,La Follette,4,168
Quilt Patch,Quilt shop,2221 Jacksboro Pike suite a-19,36.3471011,-84.1592379,Campbell County,37766,La Follette,4.6,61
FedEx OnSite,Mailing service,130 Mountain Perkins Ln,36.3346214,-84.1811446,Campbell County,37757,Jacksboro,4,4
Aaron's Rent To Own,Furniture store,2329 Jacksboro Pike,36.3438768,-84.1638906,Campbell County,37757,La Follette,4.1,67
Ross Dress for Less,Clothing store,2500 Jacksboro Station Rd #8,36.3422472,-84.1699772,Campbell County,37757,La Follette,4.4,29
Poppa's Vapor Supply #2,Vaporizer store,1413 Jacksboro Pike,36.3639498,-84.1389659,Campbell County,,La Follette,4.8,90
Jacksboro,Tennessee 37757,,36.3300793,-84.1838156,Campbell County,37757,Jacksboro,No reviews,
Cricket Wireless Authorized Retailer,Cell phone store,2712 Jacksboro Pike,36.33535,-84.17596,Campbell County,37757,Jacksboro,4.1,40
The Parson's Corner Antiques and Collectibles,Store,1324 Jacksboro Pike,36.3658837,-84.1378864,Campbell County,37766,La Follette,4.3,7
bp,Supermarket,2449 Jacksboro Pike,36.341257,-84.167694,Campbell County,37757,La Follette,3,1
Mugs Ice Cream,Ice Cream,2435 Jacksboro Pike,36.3415514,-84.1670838,Campbell County,37757,La Follette,4.8,184
Dash N Go 1,Convenience store,2641 Jacksboro Pike,36.3355012,-84.1742262,Campbell County,37757,Jacksboro,1,1
Sam Tobacco & Vape,Vaporizer store,1707 E Central Ave suite 1,36.3937183,-84.0948746,Campbell County,37766,La Follette,5,45
E-Z Rentals Home Furnishings,Furniture store,134 Mountain Perkins Ln,36.3344052,-84.1812593,Campbell County,37757,Jacksboro,4.1,16
Tim Short Ford of LaFollette,Car dealer,1916 Jacksboro Pike,36.3534869,-84.1538598,Campbell County,37766,La Follette,4.7,"2,550"
Coffee Beanery Jacksboro,Coffee shop,2641 Jacksboro Pike,36.3354737,-84.1742046,Campbell County,37757,Jacksboro,4.6,54
Tennessee Bonding Company - Jacksboro and Campbell County,Bail bonds service,577 Main St,36.330119,-84.182677,Campbell County,37757,Jacksboro,5,268
Sugar Hollow Marina,Store,610 Marina Ln,36.3514442,-84.033905,Campbell County,,,4.3,209
Verizon,Cell phone store,2820 Appalachian Hwy A,36.3346762,-84.176846,Campbell County,37757,Jacksboro,4.5,204
United States Postal Service,Logistics service,424 Main St Ste 100,36.3311448,-84.1812022,Campbell County,37757,Jacksboro,3.2,13
GNC,Vitamin & supplements store,308 Main St,36.3323637,-84.1799169,Campbell County,37757,Jacksboro,4.5,15
Cash Express,Loan agency,2010 Jacksboro Pike # 4,36.3527226,-84.156233,Campbell County,37757,La Follette,3.3,10
Matix Corporation,Auto parts manufacturer,153 Sonny Boshears Ln,36.3568218,-84.2282617,Campbell County,,Caryville,3.7,22
Big Creek Marine,Boat dealer,153 Shanghai Rd,36.3364327,-84.0641526,Campbell County,37766,,5,9
Edit,Wholesaler,1123 W Chestnut St,36.3673763,-84.1339284,Campbell County,37766,La Follette,No reviews,
Common Ground Coffee Shop,Cafe,119 E Central Ave,36.3814117,-84.1220459,Campbell County,37766,La Follette,4.7,243
Riggs Drug LaFollette,Pharmacy,502 W Central Ave,36.3768993,-84.1284959,Campbell County,37766,La Follette,4.5,60
PETALS OF GRACE FLOWERS AND GIFTS,Florist,120 Dossett Ln,36.3399529,-84.1670443,Campbell County,37757,La Follette,4.6,78
The Discount Warehouse,Warehouse,332 Memorial Dr,36.343188,-84.16036,Campbell County,37757,La Follette,5,1
Riggs Hospital Supplies Inc,Medical supply store,502 W Central Ave,36.3769524,-84.1285854,Campbell County,37766,La Follette,4.7,3
ATM,Grocery store,106 S Tennessee Ave,36.3803387,-84.1225321,Campbell County,37766,La Follette,No reviews,
Nelson's Carpet,Carpet store,334 Indian Mound Cir,36.3352822,-84.1863052,Campbell County,37757,Jacksboro,4.3,4
Hangin' By A Thread Embroidery,Embroidery shop,270 Water St,36.3280199,-84.186625,Campbell County,37757,Jacksboro,5,2
Mountain Barn Builders Rocky Top,Shed builder,313 N Main St,36.2257084,-84.1568788,Anderson County,37769,Rocky Top,5,14
Premier Watersports,Boat dealer,132 Myers St,36.3289342,-84.1936614,Campbell County,37757,Jacksboro,5,27
Goad Motorsports,ATV dealer,141 Luther Seiber Blvd,36.3781379,-84.2430424,Campbell County,,Caryville,4.6,94
DK Gas Station,Gas station,3070 Appalachian Hwy,36.3324907,-84.1857538,Campbell County,37757,Jacksboro,4.8,23
Norris Lake Boat & RV Storage,Storage facility,139 Wierwood Dr,36.3376644,-84.1692177,Campbell County,37757,La Follette,5,1
J R's Tires,Tire shop,811 Jacksboro Pike,36.3726234,-84.1305761,Campbell County,37766,La Follette,4.1,277
Shell,Gas station,219 W Central Ave,36.379318,-84.1239724,Campbell County,37766,La Follette,3.7,37
Hometown Flooring,Flooring store,178 Indian Mound Cir,36.3331592,-84.1833633,Campbell County,37757,Jacksboro,4.9,7
Bryant Sales LP Gas & Truck,Propane supplier,135 Towe String Rd,36.3497822,-84.1557378,Campbell County,37757,La Follette,1,2
King Donuts,Bakery,2131 Jacksboro Pike,36.349354,-84.1577546,Campbell County,37757,La Follette,4.7,197
Ron's Golf Carts,Golf cart dealer,2004 Jacksboro Pike #2,36.3534774,-84.1555873,Campbell County,37757,La Follette,4.3,12
B-RAD Motorsports,Motorcycle shop,722 US-25W,36.3895603,-84.1264162,Campbell County,37766,La Follette,4.6,19
Quality Lawn Sales & Services,Lawn mower store,219 Indian Mound Cir,36.334418,-84.183717,Campbell County,37757,Jacksboro,4.5,68
Bulldog Fine Cigars & Vape,Tobacco shop,2838 Appalachian Hwy,36.3345786,-84.17974,Campbell County,37757,Jacksboro,5,184
Jr's Wholesale Tires,Wholesaler,332 Memorial Dr,36.3431438,-84.1605777,Campbell County,37757,La Follette,5,2
Bea's flower shop,Florist,1720 Jacksboro Pike,36.356786,-84.1461846,Campbell County,37757,La Follette,4.9,12
Smith & York Co.,Home goods store,30 Public Square,35.6147324,-87.034414,Maury County,38401,Columbia,5,32
Kroger Delta Memphis Distribution Center,Warehouse,5079 Bledsoe Rd,35.0107334,-89.8683875,Shelby County,38141,Memphis,2.8,"1,067"
Smith & Nephew Inc,Manufacturer,1450 E Brooks Rd,35.0623872,-90.0155706,Shelby County,38116,Memphis,4.3,6
Smith County DO It Best Hardware,Hardware store,107 Water St,36.25163,-85.953421,Smith County,37030,Carthage,4.8,20
Nickey Warehouse,Warehouse,372 Titan Dr,35.0603999,-90.050668,Shelby County,38109,Memphis,4.4,17
Smith Wholesale Co Inc,Tobacco shop,2901 Rocky Top Rd,36.2952401,-82.3237103,Carter County,37601,Johnson City,4.6,9
"Smith County Drug Center, Inc.",Pharmacy,1210 Main St N,36.2625164,-85.9509745,Smith County,37030,Carthage,4.7,56
Smith Furniture & Appliances,Furniture store,1756 Winchester Hwy,35.1631386,-86.5210547,Lincoln County,37334,Fayetteville,4.4,21
Smith Imports,Used car dealer,2965 S 3rd St,35.0676017,-90.0590432,Shelby County,38109,Memphis,4.8,"1,159"
Henry T Smith Co Inc,Business to business service,4141 Clarke Rd,35.0357645,-89.8780197,Shelby County,38115,Memphis,4.2,10
Nickey Warehouse,Warehouse,2163 Airways Blvd,35.0837719,-89.9961333,Shelby County,38132,Memphis,3.7,39
IKEA,Furniture store,7900 Ikea Way,35.1902921,-89.7986837,Shelby County,38016,Memphis,4.5,"5,322"
The Bus Center At Mid-South Bus Center Inc.,Bus company,3512 Bill Smith Dr,35.8696275,-86.4628859,Rutherford County,,Murfreesboro,4.6,55
Food City,Supermarket,570 Main St,35.0434374,-85.6791829,Marion County,37347,Kimball,4.6,148
Elite Market,Convenience store,6745 Plateau Rd,36.048257,-85.151,Cumberland County,38571,,3.9,20
Wendell Smith Liquor's,Liquor store,5300 Charlotte Ave,36.1520884,-86.8515224,Davidson County,37209,Nashville,4.5,314
"Exercise Unlimited, LLC",Exercise equipment store,387 S Front St,35.1366568,-90.059331,Shelby County,38103,Memphis,4.5,50
Hobbs Smith Sales,Thrift store,2035 Beersheba Hwy,35.6651533,-85.7466296,Warren County,37110,McMinnville,5,3
Havertys Furniture,Furniture store,2825 Wolf Creek Pkwy,35.2023119,-89.7970322,Shelby County,38133,Memphis,4.8,598
Bartlett Home Furnishings,Furniture store,2755 Bartlett Blvd,35.2011596,-89.8669062,Shelby County,38134,Bartlett,4.9,675
Toyota of Murfreesboro,Toyota dealer,3434 Bill Smith Dr,35.8692698,-86.4611323,Rutherford County,37129,Murfreesboro,4.3,"4,126"
Keith Warner Gunsmith,Gun shop,6655 Poplar Ave STE 101,35.0968964,-89.8414013,Shelby County,38138,Germantown,3.5,57
Main Street Murfreesboro Saturday Market,Farmers' market,1 S Public Square,35.8460605,-86.3920473,Rutherford County,37130,Murfreesboro,4.8,310
Integrity Home Medical,Medical supply store,9087 Poplar Ave #105,35.0677436,-89.7607846,Shelby County,38138,Germantown,4.4,13
A J Food Mart,Grocery store,4300 Burgess Falls Rd #5671,36.0950481,-85.5786436,Putnam County,38506,Cookeville,4.4,19
The Yard,Landscaping supply store,1735 Thomas Rd,35.172727,-89.889752,Shelby County,38134,Memphis,4.4,46
Classic Arms,Gun shop,1740 N Germantown Pkwy #18,35.1724661,-89.7916458,Shelby County,38016,Memphis,4.7,441
Public Storage,Self-storage facility,4500 Winchester Rd,35.0522294,-89.9145186,Shelby County,38125,Memphis,4.8,569
Smith County Flea Market,Flea market,,36.2406918,-85.9513642,Smith County,37030,Carthage,4.8,20
Amro Music Stores Inc,Music store,2918 Poplar Ave,35.1341531,-89.9644136,Shelby County,38111,Memphis,4.8,"1,455"
novel.,Book store,387 Perkins Extd,35.1205988,-89.909393,Shelby County,38117,Memphis,4.7,791
Semmes Murphey Clinic - Main Campus,Medical clinic,6325 Humphreys Blvd,35.1257139,-89.8531694,Shelby County,38120,Memphis,3.7,279
Tennessee Armory and Outdoor Supply,Gun shop,2109 Crutcher Rd,35.6536233,-86.712763,Marshall County,37034,,4.9,48
US Storage Centers,Self-storage facility,5565 Murfreesboro Rd,36.0098384,-86.5423181,Rutherford County,37086,La Vergne,4.8,625
AxArms,Sporting goods store,1355 Lynnfield Rd,35.0951159,-89.8693401,Shelby County,38119,Memphis,4.9,140
Metal Museum,Museum,374 Metal Museum Dr,35.1231994,-90.0749085,Shelby County,38106,Memphis,4.7,207
Extra Space Storage,Self-storage facility,4233 Hacks Cross Rd,35.032211,-89.79732,Shelby County,38125,,4.9,369
Mr.GOLDMAN VII,Jewelry store,1236 Southland Mall,35.0192905,-90.0219602,Shelby County,38116,Memphis,4.3,88
Memphis Drum Shop,Musical instrument store,878 Cooper St,35.1218056,-89.9907444,Shelby County,38104,Memphis,4.8,452
Beersheba Market,Convenience store,727-739 Beersheba Hwy,35.6705956,-85.7544692,Warren County,37110,McMinnville,4.1,9
Smith Turf & Irrigation,Irrigation equipment supplier,338 9th Ave N,35.9251232,-86.8762181,Williamson County,37064,Franklin,4.4,9
Smith & Son Wholesale Inc.,Wholesale grocer,1105 NW Atlantic St,35.3732944,-86.220034,Coffee County,37388,Tullahoma,No reviews,
