Name,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count,Website,Telephone
Electric Vehicle Charging Station,838 W Main St,35.2361576,-85.8527695,Marion County,37356,Monteagle,1.5,2,,
ChargePoint Charging Station,109 University St,36.342428,-88.8513059,Weakley County,38237,Martin,2.9,8,https://www.chargepoint.com/,(888) 758-4389
Electric Vehicle Charging Station,2700 Parr Ave,36.0633399,-89.3793589,Dyer County,38025,Dyersburg,4.3,6,https://www.nissanusa.com/,
Tesla Supercharger,705 E Reelfoot Ave,36.41355,-89.04919,Obion County,38261,Union City,4.4,5,https://www.tesla.com/supercharger,(877) 798-3752
InCharge Energy Charging Station,2420 E Wood St,36.3200486,-88.2799074,Henry County,38242,Paris,No reviews,,https://inchargeus.com/,(833) 399-4638
Tesla Destination Charger,2121 W Reelfoot Ave,36.4049595,-89.087389,Obion County,38261,Union City,1,1,https://www.tesla.com/charging,
Rivian Waypoints,295 Big Cypress Rd,36.1916106,-88.8907107,Weakley County,38230,N/A,1,2,https://rivian.com/,(888) 748-4261
Blink Charging Station,235 Tyson Ave,36.2983325,-88.31008,Henry County,38242,Paris,2,1,http://www.blinkcharging.com/,
Electric Vehicle Charging Station,300 TN-77,36.2790417,-88.3047481,Henry County,38242,Paris,No reviews,,https://www.nissanusa.com/,
Electric Vehicle Charging Station,841 N Lindell St,36.3693091,-88.8497885,Weakley County,38237,Martin,No reviews,,https://www.allego.eu/,
Blink Charging Station,1226 Knoxville Hwy,36.10319,-84.580315,Morgan County,37887,Wartburg,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
EV Connect Charging Station,714 New Hwy 68,35.5925408,-84.4826513,Monroe County,37874,Sweetwater,No reviews,,https://www.evconnect.com/,(866) 816-7584
Electric Vehicle Charging Station,4501 Rhea County Hwy,35.4759735,-85.0303111,Rhea County,37321,Dayton,5,1,,4501 Rhea County Hwy
Tesla Destination Charger,1867 S Roane St,35.9054857,-84.5950414,Roane County,37748,Harriman,No reviews,,https://www.tesla.com/,(865) 882-6600
Rivian Waypoints,964 Flat Fork Rd,36.125506,-84.5041697,Morgan County,37887,N/A,No reviews,,https://rivian.com/support/article/what-are-rivian-waypoint-chargers,(888) 748-4261
Rivian Waypoints,2536 Lakeside Rd,35.654708,-85.3666986,Van Buren County,37367,N/A,No reviews,,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS76,(888) 748-4261
Rivian Waypoints,10821 Park Rd,35.6789047,-85.3390326,Van Buren County,37367,N/A,No reviews,,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS75,(888) 748-4261
Tesla Destination Charger,"249 Highway 68,State Highway 68",35.59883,-84.5077172,Monroe County,37874,Sweetwater,No reviews,,https://www.tesla.com/charging,(423) 337-3353
EVgo Charging Station,1 Titans Wy,36.164227,-86.769632,Davidson County,37213,Nashville,2.5,11,https://www.evgo.com/find-a-charger/tn/nashville/1-titans-way-92435,(877) 494-3833
EVPassport Charging Station,1603 Woodland St,36.1770728,-86.741598,Davidson County,37206,Nashville,No reviews,,https://www.evpassport.com/,(929) 297-1722
Porsche Destination Charging,403 4th Ave S,36.156963,-86.77459,Davidson County,37201,Nashville,No reviews,,https://www.porsche.com/,(615) 248-1990
Blink Charging Station,501 5th Avenue South,36.1548886,-86.7754139,Davidson County,37210,Nashville,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Riverside Village EV Charging Station,1404 Riverside Dr,36.2047154,-86.7236792,Davidson County,37216,Nashville,1,1,http://www.riversidevillagenashville.com/,(615) 429-8775
ChargePoint Charging Station,150 3rd Ave S,36.1604285,-86.7746755,Davidson County,37201,Nashville,3.5,4,https://na.chargepoint.com/charge_point?id=1:120451&action=VIEW,(888) 758-4389
ChargePoint Charging Station,621 Howerton St,36.1766558,-86.7629781,Davidson County,37213,Nashville,4,1,https://na.chargepoint.com/charge_point?id=1:95111&action=VIEW,(888) 758-4389
Blink Charging Station,2612 Winford Ave,36.1157436,-86.7525762,Davidson County,37211,Nashville,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
SWTCH Charging Station,"null, 715 Hagan St",36.1383003,-86.7722002,Davidson County,37203,Nashville,No reviews,,https://swtchenergy.com/,(844) 798-2438
Electron Charger Charging Station,501 3rd Ave S,36.1562213,-86.7728008,Davidson County,37210,Nashville,No reviews,,https://electroncharger.com/,
ChargePoint Charging Station,615 3rd Ave S,36.154585,-86.771998,Davidson County,37210,Nashville,No reviews,,https://na.chargepoint.com/charge_point?id=1:12657801&action=VIEW,(888) 758-4389
ChargePoint Charging Station,1137 4th Ave S,36.1446042,-86.7677083,Davidson County,37210,Nashville,1,1,https://na.chargepoint.com/charge_point?id=1:12532641&action=VIEW,(888) 758-4389
ChargePoint Charging Station,160 2nd Ave S,36.1602484,-86.7739359,Davidson County,37201,Nashville,2,1,https://na.chargepoint.com/charge_point?id=1:13044091&action=VIEW,(888) 758-4389
ChargePoint Charging Station,1st Ave S,36.1537468,-86.7675549,Davidson County,37210,Nashville,No reviews,,https://na.chargepoint.com/charge_point?id=1:104747&action=VIEW,(888) 758-4389
ChargePoint Charging Station,2405 8th Ave S,36.1259336,-86.778065,Davidson County,37204,Berry Hill,No reviews,,https://na.chargepoint.com/charge_point?id=1:183483&action=VIEW,(888) 758-4389
Electric Vehicle Charging Station,329 Peachtree St,36.1201471,-86.749147,Davidson County,37210,Nashville,No reviews,,,
OpConnect Charging Station,336 Woodycrest Ave,36.13201,-86.7528809,Davidson County,37203,Nashville,No reviews,,https://www.opconnect.com/press/,
Blink Charging Station,926 Main St nSuite A,36.176491,-86.7547532,Davidson County,37206,Nashville,No reviews,,https://www.blinkcharging.com/,
Blink Charging Station,130 Nestor St,36.157659,-86.75608,Davidson County,37210,Nashville,No reviews,,https://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,119 Woodland St,36.1695882,-86.7712799,Davidson County,37201,Nashville,No reviews,,,
Green Power Technology,865 Elm Hill Pike,36.1442843,-86.745213,Davidson County,37210,Nashville,No reviews,,,
Blink Charging Station,100 Orau Way,36.010559,-84.263059,Anderson County,37830,Oak Ridge,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,480 S Illinois Ave,36.0027332,-84.2474975,Anderson County,37830,Oak Ridge,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
GM Energy Charging Station,800 Watt Rd,35.8812106,-84.2360106,Knox County,37932,Farragut,4.7,7,https://locations.pilotflyingj.com/us/tn/knoxville/800-watt-road,(865) 531-7400
Blink Charging Station,212 Badger Ave,36.0105558,-84.26306,Anderson County,37830,Oak Ridge,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,1405 Oak Ridge Turnpike,36.0127665,-84.2613437,Anderson County,37830,Oak Ridge,5,1,,1405 Oak Ridge Turnpike
Blink Charging Station,10915 Hardin Valley Rd,35.9466032,-84.1645858,Knox County,37932,N/A,5,2,http://www.blinkcharging.com/,(855) 521-2244
ChargeLab Charging Station,942 Corridor Park Blvd,35.9221576,-84.142363,Knox County,37932,N/A,1,3,https://www.chargelab.co/,
Tesla Supercharger,10936 Parkside Dr,35.9013417,-84.1496004,Knox County,37934,Knoxville,4.3,208,https://www.tesla.com/,(877) 798-3752
Blink Charging Station,1229 Lovell Rd,35.9273912,-84.1486854,Knox County,37932,Knoxville,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,9735 Kingston Pike,35.9065539,-84.1097855,Knox County,37922,Knoxville,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,585 Fort Loudoun Medical Center Dr,35.8260352,-84.2713691,Loudon County,37772,Lenoir City,1,1,http://solvingev.com/,(888) 998-2546
Rivian Waypoints,964 Flat Fork Rd,36.1248906,-84.5047271,Morgan County,37874,N/A,No reviews,,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS85,(888) 748-4261
ChargePoint Charging Station,10117 Parkside Dr,35.9091863,-84.1221482,Knox County,37607,Knoxville,No reviews,,https://na.chargepoint.com/,(888) 758-4389
Blink Charging Station,1130 Old Middlesettlements Rd,35.7691,-83.9945,Blount County,37701,Alcoa,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,1864 Pauling St,35.796711,-83.988451,Blount County,37701,Alcoa,5,1,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,,35.860817,-84.066754,Knox County,37922,Knoxville,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,9901 Kingston Pike,35.9059529,-84.1114319,Knox County,37922,Knoxville,No reviews,,https://blinkcharging.com/,(888) 998-2546
Blink Charging Station,141 Furrow Way,35.8093994,-83.9822387,Blount County,37701,Alcoa,4,1,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,126 Cusick Rd,35.8112733,-83.9822275,Blount County,37804,Alcoa,3,1,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,2035 Lakeside Centre Wy,35.8621298,-84.0627127,Knox County,37922,Knoxville,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,2095 Lakeside Centre Wy,35.860621,-84.0649046,Knox County,37922,Knoxville,No reviews,,http://www.blinkcharging.com/,
Blink Charging Station,361 Fountain Vw Cir,35.7850014,-83.9892633,Blount County,37701,Alcoa,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,130 Associates Blvd,35.7836405,-83.9887884,Blount County,37701,Alcoa,No reviews,,https://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,2731 W Lamar Alexander Pkwy,35.7550762,-84.07225,Blount County,37737,Friendsville,3,1,http://www.blinkcharging.com/,(855) 521-2244
ChargePoint Charging Station,1715 W Broadway Ave,35.736697,-83.99328,Blount County,37801,N/A,1,3,https://na.chargepoint.com/charge_point?id=1:2028701&action=VIEW,(888) 758-4389
Blink Charging Station,910 Ardmore Alcoa Way,35.846773,-83.996194,Blount County,37777,Alcoa,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,2844 Alcoa Hwy,35.8231816,-83.9770213,Blount County,37701,Alcoa,No reviews,,http://www.blinkcharging.com/,2844 Alcoa Hwy
Rivian Waypoints,"Johnsonville State Historic Park, 90 Nell Beard Rd",36.0319493,-87.9484449,Humphreys County,37134,New Johnsonville,1,1,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS167,(888) 748-4261
ChargePoint Charging Station,2347 Hwy 43 N,35.1937831,-87.3403912,Lawrence County,38468,Lawrenceburg,No reviews,,https://www.chargepoint.com/,
Rivian Waypoints,1020 Maurice Fields Dr,36.287036,-88.3012727,Henry County,38242,Paris,1,1,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS56,(888) 748-4261
Rivian Waypoints,16055 Highway 79 North,36.4346087,-88.0797849,Henry County,38222,N/A,5,1,https://rivian.com/,(888) 748-4261
Rivian Waypoints,Marina Dr,36.44016,-88.0818436,Henry County,38236,N/A,No reviews,,https://rivian.com/support/article/what-are-rivian-waypoint-chargers,(888) 748-4261
Rivian Waypoints,120 Playground Lp,35.0556278,-88.2390555,Hardin County,38365,N/A,No reviews,,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS72,(888) 748-4261
Blink Charging Station,300 Doug Warpoole Rd,36.015092,-86.530651,Rutherford County,37086,Smyrna,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,,35.997462,-86.526016,Rutherford County,37167,Smyrna,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,278 Doug Warpoole Rd,36.0048887,-86.526615,Rutherford County,37167,Smyrna,No reviews,,http://www.blinkcharging.com/,
Tesla Destination Charger,990 Colonnade Dr,35.9753146,-86.5772544,Rutherford County,37167,Smyrna,No reviews,,https://www.tesla.com/charging,(615) 459-2017
Blink Charging Station,2310 Memorial Blvd,35.8862562,-86.3804728,Rutherford County,37129,Murfreesboro,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,800 Aviation Pkwy,36.0028175,-86.5336471,Rutherford County,37086,Smyrna,No reviews,,http://www.blinkcharging.com/,
Blink Charging Station,4000 White Birch Ave,35.9913245,-86.5506242,Rutherford County,37086,Smyrna,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,810 Expo Dr,35.974702,-86.575069,Rutherford County,37086,Smyrna,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,,35.8694,-86.468,Rutherford County,37086,Murfreesboro,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
ChargePoint Charging Station,10700-10798 Cedar Grove Rd,35.97745,-86.5608001,Rutherford County,37086,Smyrna,3,1,https://na.chargepoint.com/charge_point?id=1:180979&action=VIEW,(888) 758-4389
Blink Charging Station,2631 Highwood Blvd,35.9716622,-86.5716916,Rutherford County,37167,Smyrna,4,1,http://www.blinkcharging.com/,
Blink Charging Station,2573 Highwood Blvd,35.9717093,-86.5709095,Rutherford County,37167,Smyrna,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,3833 Manson Pike,35.8711006,-86.4699107,Rutherford County,37129,Murfreesboro,No reviews,,http://www.blinkcharging.com/,(800) 663-5633
Blink Charging Station,1505 Plaza Dr,35.9964271,-86.5246875,Rutherford County,37167,Smyrna,No reviews,,,(855) 521-2244
Tesla Destination Charger,1335 Conference Center Blvd,35.8639699,-86.4513892,Rutherford County,37129,Murfreesboro,3.4,7,https://www.tesla.com/,
Tesla Destination Charger,950 Colonnade Dr,35.974575,-86.5771151,Rutherford County,37167,Smyrna,3,2,https://www.tesla.com/charging,
Electric Vehicle Charging Station,983 Nissan Dr,35.9633776,-86.4904644,Rutherford County,37167,Smyrna,5,1,,983 Nissan Dr
Blink Charging Station,930 Colonnade Dr,35.974455,-86.57789,Rutherford County,37167,Smyrna,No reviews,,,(855) 521-2244
EVgo Charging Station,2010 NW Broad St,35.877899,-86.424579,Rutherford County,37129,Murfreesboro,1,1,https://www.evgo.com/,(877) 494-4538
ChargePoint Charging Station,4651 S Houston Levee Rd,35.0214803,-89.7234869,Shelby County,38017,Collierville,1,1,https://na.chargepoint.com/charge_point?id=1:12032041&action=VIEW,(888) 758-4389
EV Connect Charging Station,4605 S Houston Levee Rd Suite #200,35.0235326,-89.7246433,Shelby County,38017,Collierville,2.5,2,https://www.evconnect.com/ev-charging-stations,
Electrify America Charging Station,6001 Poplar Ave,35.1021558,-89.8623205,Shelby County,38139,Memphis,2.6,5,https://www.electrifyamerica.com/,
InCharge Energy Charging Station,2982 N Germantown Pkwy,35.2069537,-89.7906273,Shelby County,38002,Bartlett,No reviews,,https://inchargeus.com/,
Tesla Supercharger,N Germantown Pkwy #2765,35.2022965,-89.7945207,Shelby County,38133,Memphis,4.3,26,https://www.tesla.com/supercharger,
Nissan Charging Station,2956 N Germantown Pkwy,35.2056259,-89.7913548,Shelby County,38133,Bartlett,1,1,https://www.wolfchasenissan.com/?utm_source=google&utm_medium=organic&utm_campaign=evgooglemybusiness,(901) 255-3800
ChargePoint Charging Station,7727 US-64,35.203842,-89.805451,Shelby County,38133,Memphis,2.3,3,https://www.chargepoint.com/,(888) 758-4389
ChargePoint Charging Station,7794 Kings College Ave,35.1030299,-89.803246,Shelby County,38138,Germantown,No reviews,,https://na.chargepoint.com/charge_point?id=1:1904631&action=VIEW,(888) 758-4389
EV Connect Charging Station,8500 US-64,35.2052032,-89.7784535,Shelby County,38133,Bartlett,No reviews,,https://www.evconnect.com/,(866) 816-7584
Blink Charging Station,2809 New Brunswick Rd,35.2026489,-89.7796268,Shelby County,38133,Memphis,3,2,http://www.blinkcharging.com/,(888) 998-2546
Tesla Supercharger,6073 Park Ave,35.097812,-89.8589431,Shelby County,38120,Memphis,4.3,180,https://www.tesla.com/,(877) 798-3752
EVBOLT Charging Station,5074 Summer Ave,35.1512755,-89.8918466,Shelby County,38134,Memphis,No reviews,,https://www.evbolt.com/,(866) 521-2658
Blink Charging Station,599 Tapestry Lp,35.1415781,-89.8073054,Shelby County,38018,Memphis,No reviews,,http://www.blinkcharging.com/,
EV Connect Charging Station,7850 US-64,35.2054116,-89.8016131,Shelby County,38133,Bartlett,5,1,https://www.chevrolet.com/,
Electric Vehicle Charging Station,,35.1389821,-89.8322729,Shelby County,38120,Memphis,5,8,,
Nissan Charging Station,2080 Covington Pike,35.1812082,-89.8960117,Shelby County,38135,Memphis,3,2,https://www.nissanusa.com/,
Tesla Destination Charger,8635 US-64,35.2038123,-89.7747589,Shelby County,38133,Memphis,1.8,4,https://www.tesla.com/charging,
ChargePoint Charging Station,5389 Poplar Ave,35.1068627,-89.8828288,Shelby County,38137,Memphis,4.8,4,https://na.chargepoint.com/charge_point?id=1:5415971&action=VIEW,(888) 758-4389
Nissan Charging Station,4140 Hacks Cross Rd,35.0353307,-89.7950051,Shelby County,38125,N/A,No reviews,,https://www.nissanusa.com/,
ChargePoint Charging Station,3276 Eagle Lake Dr E,35.0588277,-89.8029277,Shelby County,38138,Memphis,No reviews,,https://na.chargepoint.com/charge_point?id=1:1692341&action=VIEW,(888) 758-4389
IKEA Charging Station,7900 Ikea Way,35.1894392,-89.7986883,Shelby County,38133,Memphis,4.5,2,https://www.ikea.com/,7900 Ikea Way
Blink Charging Station,6625 Lenox Park Dr,35.061122,-89.841393,Shelby County,38115,Memphis,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,125 N Main St #468,35.1492183,-90.0522407,Shelby County,38103,Memphis,1,2,http://www.blinkcharging.com/,
Blink Charging Station,4030 Hacks Cross Rd,35.0378757,-89.7933142,Shelby County,38125,N/A,5,1,http://www.blinkcharging.com/,
Tesla Destination Charger,7905 Giacosa Pl,35.1960548,-89.7973545,Shelby County,38133,Memphis,5,1,https://www.tesla.com/charging,
Tesla Destination Charger,2839 New Brunswick Rd,35.2029906,-89.7783694,Shelby County,38133,Memphis,1,2,https://www.tesla.com/charging,
EV Connect Charging Station,1800 Covington Pike,35.1743051,-89.8967265,Shelby County,38128,Memphis,No reviews,,https://www.evconnect.com/ev-charging-stations,
Blink Charging Station,1631 Century Center Pkwy,35.1700232,-89.8396466,Shelby County,38134,Memphis,No reviews,,,
Blink Charging Station,834 S Main St,35.1250369,-90.0589623,Shelby County,38103,Memphis,5,2,http://www.blinkcharging.com/,
Blink Charging Station,60 Beale St,35.1411748,-90.0578932,Shelby County,38103,Memphis,1,1,http://www.blinkcharging.com/,
Tesla Destination Charger,"The Memphian, a Tribute Portfolio Hotel, 21 Cooper St",35.135898,-89.990419,Shelby County,38104,Memphis,1,1,https://www.tesla.com/charging,(901) 276-9311
Rivian Waypoints,361 Grassy Lake Rd,35.3058272,-90.0671891,Shelby County,38104,N/A,No reviews,,https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=WAYPOINTS77,(888) 748-4261
Blink Charging Station,1180 Union Ave,35.1377913,-90.0220815,Shelby County,38104,Memphis,No reviews,,http://www.blinkcharging.com/,(800) 663-5633
Blink Charging Station,6435 Haley Rd,35.1503456,-89.8485763,Shelby County,38134,Memphis,No reviews,,http://www.blinkcharging.com/,
Blink Charging Station,2611 Ridgeway Rd,35.0770917,-89.861322,Shelby County,38119,Memphis,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,20 S Dudley St #900,35.139482,-90.0295821,Shelby County,38163,Memphis,No reviews,,http://www.blinkcharging.com/,(901) 866-1450
Blink Charging Station,,35.1409876,-90.053865,Shelby County,38101,Memphis,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,250 Peabody Pl,35.1405029,-90.0508811,Shelby County,38103,Memphis,1,1,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,245 Washington Ave,35.147773,-90.0472838,Shelby County,38103,Memphis,No reviews,,https://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,85 N Front St,35.1480159,-90.0535344,Shelby County,38103,Memphis,1,1,http://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,120 Union Ave,35.143282,-90.0525648,Shelby County,38101,Memphis,No reviews,,http://www.blinkcharging.com/,
Blink Charging Station,,35.141998,-90.0536781,Shelby County,38103,Memphis,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
ChargePoint Charging Station,400 Monroe Ave,35.1422664,-90.0431698,Shelby County,38163,Memphis,No reviews,,https://na.chargepoint.com/,(888) 758-4389
Blink Charging Station,21 S 2nd St,35.1445409,-90.052024,Shelby County,38103,Memphis,No reviews,,http://www.blinkcharging.com/,
Tesla Destination Charger,149 Union Ave #4,35.1424461,-90.0519351,Shelby County,38103,Memphis,1.4,5,https://www.tesla.com/charging,
Blink Charging Station,35 Monroe Ave,35.1443815,-90.054802,Shelby County,38103,Memphis,No reviews,,http://www.blinkcharging.com/,(855) 521-2244
Electric Vehicle Charging Station,48 S Dudley St,35.1389416,-90.0296262,Shelby County,38163,Memphis,No reviews,,https://www.allego.eu/,48 S Dudley St
Eaton Charging Station,3875 Airways Blvd,35.0406327,-89.9915226,Shelby County,38118,Memphis,No reviews,,https://www.eaton.com/,3875 Airways Blvd
Electric Vehicle Charging Station,420 Litty Ct,35.128243,-90.0647294,Shelby County,38103,Memphis,No reviews,,,420 Litty Ct
Electrify America Charging Station,1835 Reggie White Blvd,35.0368962,-85.3182645,Hamilton County,37408,Chattanooga,3.9,14,https://www.electrifyamerica.com/,(833) 632-2778
Tesla Supercharger,"2 North Shore, 301 Manufacturers Rd",35.0633,-85.3149543,Hamilton County,37450,Chattanooga,4.6,19,https://www.tesla.com/,(877) 798-3752
Blink Charging Station,5248 TN-153,35.1256367,-85.240589,Hamilton County,37351,Chattanooga,1,2,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,1720 Scenic Hwy,35.0183026,-85.3380619,Hamilton County,37419,Chattanooga,3.8,4,http://www.blinkcharging.com/,
AmpUp Charging Station,355 Walnut St,35.05293,-85.3081,Hamilton County,37402,Chattanooga,No reviews,,https://ampup.io/,(423) 206-9513
ChargePoint Charging Station,271 Northgate Mall Dr,35.1314282,-85.2389627,Hamilton County,37343,Chattanooga,3.4,5,https://na.chargepoint.com/charge_point?id=1:156621&action=VIEW,(888) 758-4389
Blink Charging Station,801 Broad St,35.04681,-85.3126486,Hamilton County,37402,Chattanooga,1,1,http://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,400 Chestnut St,35.051857,-85.311131,Hamilton County,37402,Chattanooga,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
EVmatch Charging Station,3817 Redding Rd,35.1185396,-85.2898779,Hamilton County,37415,Chattanooga,No reviews,,https://www.evmatch.com/,(650) 822-8157
Blink Charging Station,311 Chestnut St,35.0527575,-85.3129874,Hamilton County,37450,Chattanooga,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
Electric Vehicle Charging Station,200 Broad St,35.0540807,-85.3105369,Hamilton County,37402,Chattanooga,3,2,http://solvingev.com/,
ChargePoint Charging Station,1-99 W 11th St,35.0440297,-85.3100261,Hamilton County,37402,Chattanooga,No reviews,,https://na.chargepoint.com/charge_point?id=1:182147&action=VIEW,(888) 758-4389
ChargePoint Charging Station,3001-3099 St Elmo Ave,35.0215266,-85.3213598,Hamilton County,37408,Chattanooga,2,2,https://www.chargepoint.com/,(888) 758-4389
ChargePoint Charging Station,1210 Broad St,35.040118,-85.309134,Hamilton County,37402,Chattanooga,3,1,https://na.chargepoint.com/charge_point?id=1:682921&action=VIEW,(888) 758-4389
ChargePoint Charging Station,55 Johnson St,35.0358144,-85.3052584,Hamilton County,37408,Chattanooga,5,1,https://na.chargepoint.com/charge_point?id=1:151661&action=VIEW,(888) 758-4389
Tesla Destination Charger,4820 Hixson Pike,35.1272523,-85.2462846,Hamilton County,37351,Chattanooga,5,2,https://www.tesla.com/charging,(423) 877-6464
ChargePoint Charging Station,548 Vine St,35.0480583,-85.3007486,Hamilton County,37403,Chattanooga,No reviews,,https://na.chargepoint.com/charge_point?id=1:167439&action=VIEW,(888) 758-4389
ChargePoint Charging Station,27 Patten Pkwy,35.0461362,-85.3069467,Hamilton County,37402,Chattanooga,No reviews,,https://na.chargepoint.com/charge_point?id=1:149141&action=VIEW,(888) 758-4389
ChargePoint Charging Station,200 River St,35.0612404,-85.3059813,Hamilton County,37450,Chattanooga,5,2,https://na.chargepoint.com/charge_point?id=1:148173&action=VIEW,(888) 758-4389
ChargePoint Charging Station,215 Broad St,35.0537885,-85.3112133,Hamilton County,37402,Chattanooga,1,1,https://na.chargepoint.com/charge_point?id=1:149771&action=VIEW,(888) 758-4389
Tesla Destination Charger,400 Chestnut St,35.0517332,-85.3113814,Hamilton County,37402,Chattanooga,No reviews,,https://www.tesla.com/charging,(423) 693-0501
Electron Charger Charging Station,100 W 21st St,35.0314105,-85.3114915,Hamilton County,37408,Chattanooga,No reviews,,https://electroncharger.com/,
ChargePoint Charging Station,1 Cameron Cir,35.0505448,-85.3183685,Hamilton County,37402,Chattanooga,No reviews,,https://na.chargepoint.com/charge_point?id=1:349411&action=VIEW,(888) 758-4389
Blink Charging Station,127 N 1st St,35.1999113,-87.0307769,Giles County,38478,Pulaski,1,5,https://www.blinkcharging.com/,(855) 521-2244
Tesla Destination Charger,218 N 1st St,35.2007671,-87.030451,Giles County,38478,Pulaski,No reviews,,https://www.tesla.com/charging,(931) 347-9218
Blink Charging Station,102 Long St,35.226667,-87.072782,Giles County,38478,Pulaski,1,1,https://www.blinkcharging.com/,(855) 521-2244
Blink Charging Station,1233 E College St,35.1917938,-87.0081531,Giles County,38478,Pulaski,1,2,https://blinkcharging.com/,(855) 521-2244
EV Connect Charging Station,101 S James Campbell Blvd,35.5889223,-87.0416793,Maury County,38401,Columbia,No reviews,,https://www.evconnect.com/,
Blink Charging Station,919 Nashville Hwy,35.6332391,-87.0212735,Maury County,38401,Columbia,No reviews,,http://www.blinkcharging.com/,(888) 998-2546
ChargePoint Charging Station,1370 Nashville Hwy,35.645406,-87.012782,Maury County,38401,Columbia,No reviews,,https://na.chargepoint.com/charge_point?id=1:13228271&action=VIEW,(888) 758-4389
Nissan Charging Station,1510 Nashville Hwy,35.6491662,-87.0113824,Maury County,38401,Columbia,No reviews,,https://www.nissanusa.com/,
Blink Charging Station,1224 Trotwood Ave,35.6065949,-87.0676124,Maury County,38401,Columbia,5,1,https://www.blinkcharging.com/,(888) 998-2546
Blink Charging Station,101 Sam Watkins Blvd,35.5663192,-87.1728632,Maury County,38474,Mount Pleasant,1,1,https://blinkcharging.com/?locale=en,
ChargePoint Charging Station,1001 Crossings Blvd,35.739517,-86.941112,Maury County,37174,Spring Hill,No reviews,,https://na.chargepoint.com/charge_point?id=1:706381&action=VIEW,(888) 758-4389
ChargePoint Charging Station,1025 Nashville Hwy,35.634141,-87.019664,Maury County,38401,Columbia,No reviews,,https://www.chargepoint.com/,(888) 758-4389
Blink Charging Station,1020 Crossings Blvd,35.7389784,-86.9410498,Maury County,37174,Spring Hill,No reviews,,,1020 Crossings Blvd
Electrify America Charging Station,3600 Mallory Ln,35.9405498,-86.8194862,Williamson County,37067,Franklin,2.3,31,https://www.electrifyamerica.com/locate-charger/,(833) 632-2778
Nissan Charging Station,1 Nissan Wy,35.9400723,-86.8136878,Williamson County,37067,Franklin,1.8,4,https://www.nissanusa.com/,+33 1 72 67 69 14
Electric Vehicle Charging Station,122 2nd Ave N,35.926998,-86.867295,Williamson County,37064,Franklin,No reviews,,,
